Source,Dimension,SWOT,Text,Code,DocSources
KII FGD,Analytics,Strengths,"[System Integrator] ATI serves as a ""system integrator"" for initiatives like the Ethiopian food system and the digital agriculture roadmap.",System Integrator,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Analytics,Strengths,"[Systematic Analytics] ATI's catalytic impact comes from systematic analytics, innovation in implementation, and strategic partnerships.",Systematic Analytics,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Analytics,Strengths,[Policy-Informing Research] ATI conducts research that informs government policy changes.,Policy-Informing Research,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Analytics,Weakness,"[Lack of Data Cohesion] Previously, the lack of a unified data system led to inconsistencies and difficulty accessing basic agricultural data.",Lack of Data Cohesion,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Analytics,Weakness,[Weak Evidence-Based Policymaking] Initial assessments revealed weak evidence-based policymaking as a key challenge in Ethiopia.,Evidence-Based Policy,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Analytics,Weakness,[Lack of Analytical Capabilities] A common challenge in countries not advancing transformation is a lack of analytical capabilities within the system to problem solve.,Lack of Analytical Capabilities,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Analytics,Weakness,[Lack of Data for Nigeria] Nigeria will have less detailed information for the comparative study due to the lack of an established ATO there.,Lack of Data for Nigeria,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Analytics,Weakness,[Quality Concern] A concern exists whether the institution will maintain the same level of quality in its analytical work as it shifts more towards implementation.,Quality Concern,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Analytics,Opportunity,"[Donor-Supported Analytics] Analytics work is cost-effective due to donor support, making additional studies marginally free.",Donor-Supported Analytics,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Analytics,Opportunity,[McKenzie Partnership] McKenzie's analytical skills and pro bono support are a valuable resource for expanding the ATA approach to other countries. --------------------------------------------------------------------------------,McKinsey Tools Kit,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Political-Managerial Balance,Strengths,"[Adaptability to Changes] ATI has navigated political changes by adapting its focus, shifting between outward-looking policy and internal project implementation.",Adaptability to Changes,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Political-Managerial Balance,Strengths,[Credibility Builds Influence] ATI's ability to build a credible name through successful implementation of large-scale programs has been essential for maintaining relevance and securing donor trust. This credibility gives it autonomy in shaping its work.,Credibility Builds Influence,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Political-Managerial Balance,Strengths,"[Deep Integration Resists Discontinuation] Large-scale programs like ACC led to deep integration into the agricultural sector, making it more difficult to discontinue ATI's work even with political changes.",Deep Integration Resists Discontinuation,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Political-Managerial Balance,Strengths,"[Minister's Leadership] Strong leadership from the Minister, who was a champion, pushed the agenda forward.",Minister's Influence,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Political-Managerial Balance,Strengths,"[Ministry Commitment during Crisis] Even with internal challenges, the commitment from the ministry to the transformation agenda and their active support (e.g., providing tools, engaging partners) sustained efforts.",Minister's Influence,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Political-Managerial Balance,Strengths,[Leadership Perseverance] The most important thing is not to collapse but to persevere and keep going through challenges like leadership transitions.,Leadership Perseverance,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Political-Managerial Balance,Strengths,"[Strong Government Commitment] The necessity of strong government commitment, resource allocation, and an enabling environment is a key lesson.",Government Commitment,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Political-Managerial Balance,Strengths,[Attracting High-Caliber Individuals] Ability to attract high-caliber individuals to disrupt existing systems is crucial.,Attracting High-Caliber Individuals,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Political-Managerial Balance,Strengths,[Leadership Agility] Leadership commitment and the agility of the delivery mechanism are crucial for success.,Leadership Agility,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Political-Managerial Balance,Strengths,"[Servant Leadership] Requires ""servant leadership"" and the ability to connect and drive initiatives forward.",Servant Leadership,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
